,Location Name,City,DOE Need (with Truancy),Crime,Obesity,6-8 attendance,Need Score,Latitude,Longitude
8880,8880,2,18,33,99,67,61,32.896,-100.366
8881,8881,5,21,72,68,7,84,31.331,-102.908
8882,8882,1,79,9,82,58,22,31.786,-101.713
8883,8883,0,83,82,31,92,33,31.298,-102.866
8884,8884,2,80,42,62,66,96,31.227,-102.0
8885,8885,0,37,46,97,48,17,32.477,-101.473
8886,8886,1,7,27,7,17,35,32.74,-102.733
8887,8887,1,2,1,14,14,26,31.134,-101.847
8888,8888,3,38,39,23,10,36,31.508,-101.096
8889,8889,5,61,64,86,86,3,32.975,-101.48
8890,8890,2,84,78,17,94,17,32.825,-101.041
8891,8891,3,3,84,16,54,6,32.516,-101.748
8892,8892,4,59,51,79,83,60,32.254,-100.61
8893,8893,5,66,57,89,23,44,31.825,-100.249
8894,8894,4,55,82,99,39,9,31.13,-102.133
8895,8895,2,1,57,88,55,100,31.593,-100.469
8896,8896,4,48,57,21,89,57,32.447,-101.35
8897,8897,1,27,72,52,64,3,32.936,-102.836
8898,8898,3,14,13,78,36,63,31.643,-102.805
8899,8899,5,99,45,81,23,16,31.093,-102.611
8900,8900,0,18,100,61,1,93,31.577,-102.417
8901,8901,1,89,47,72,92,28,31.482,-100.342
8902,8902,5,17,26,97,70,10,32.655,-101.753
8903,8903,1,27,14,52,9,55,31.831,-100.455
8904,8904,5,60,39,86,39,52,32.192,-101.008
8905,8905,0,62,14,14,77,67,32.652,-100.061
8906,8906,4,42,8,14,15,47,32.011,-100.768
8907,8907,3,16,30,74,7,25,32.013,-102.519
8908,8908,2,82,47,66,51,1,31.372,-101.353
8909,8909,2,16,26,51,22,92,32.721,-101.762
8910,8910,2,65,68,92,36,91,31.77,-100.622
8911,8911,1,57,8,35,59,82,32.129,-100.965
8912,8912,2,3,66,85,2,45,32.323,-100.159
8913,8913,3,80,8,8,63,67,31.528,-100.411
8914,8914,2,35,6,7,19,93,31.998,-101.934
8915,8915,4,77,32,21,35,39,32.919,-102.054
8916,8916,3,77,26,51,49,54,32.959,-102.787
8917,8917,2,39,68,96,50,100,32.504,-101.122
8918,8918,0,15,68,67,9,52,31.138,-100.846
8919,8919,1,94,62,91,56,82,31.451,-101.789
8920,8920,3,59,36,75,53,56,32.991,-100.879
8921,8921,5,37,47,89,16,59,32.834,-102.038
8922,8922,5,31,82,81,81,13,32.311,-100.885
8923,8923,4,13,40,53,63,41,32.75,-101.834
8924,8924,0,27,42,35,80,98,32.79,-100.408
8925,8925,2,43,84,56,76,58,32.304,-102.878
8926,8926,5,58,76,100,92,7,31.975,-101.19
8927,8927,5,7,39,80,81,47,31.69,-102.138
8928,8928,0,2,9,62,25,13,32.589,-101.927
8929,8929,0,19,60,22,44,75,31.359,-102.556
8930,8930,5,23,73,80,70,45,31.782,-101.166
8931,8931,5,16,33,6,46,46,31.7,-100.356
8932,8932,5,20,41,13,63,60,31.591,-100.401
8933,8933,4,45,55,41,19,83,31.826,-101.739
8934,8934,1,97,95,34,27,56,31.63,-102.368
8935,8935,4,95,17,100,19,3,31.378,-102.48
8936,8936,0,35,9,0,53,37,32.852,-100.662
8937,8937,3,5,58,20,48,43,31.32,-100.076
8938,8938,0,87,13,92,35,65,31.944,-101.283
8939,8939,0,79,52,57,29,56,31.348,-101.469
8940,8940,0,7,73,30,20,15,32.504,-100.654
8941,8941,2,49,92,79,24,22,31.121,-101.467
8942,8942,5,0,54,93,44,5,31.812,-100.673
8943,8943,3,80,14,86,92,98,31.687,-100.785
8944,8944,4,32,34,85,44,16,31.445,-101.375
8945,8945,2,74,33,9,13,95,31.055,-102.864
8946,8946,5,21,4,68,72,48,32.006,-101.346
8947,8947,5,4,38,7,52,18,31.501,-102.237
8948,8948,0,46,15,89,59,40,31.255,-100.533
8949,8949,3,60,75,22,73,52,31.056,-101.619
8950,8950,4,55,45,29,10,34,32.39,-102.133
8951,8951,2,22,22,4,63,5,32.847,-101.826
8952,8952,1,10,87,5,58,58,31.344,-102.321
8953,8953,1,71,59,32,79,76,32.782,-101.639
8954,8954,4,72,24,93,51,62,32.909,-101.8
8955,8955,1,69,93,50,4,10,31.995,-101.395
8956,8956,5,82,60,85,67,57,32.956,-102.126
8957,8957,4,97,66,7,15,13,31.13,-102.154
8958,8958,0,83,44,22,87,74,31.308,-102.149
8959,8959,4,28,46,21,18,26,31.953,-100.978
8960,8960,2,5,34,36,67,3,31.814,-100.326
8961,8961,1,80,23,33,35,70,32.395,-100.504
8962,8962,3,70,32,52,4,35,32.728,-102.551
8963,8963,5,21,53,13,50,92,32.522,-101.5
8964,8964,2,80,39,16,59,74,31.507,-102.196
8965,8965,5,75,73,60,7,16,31.247,-101.781
8966,8966,5,48,9,94,49,78,32.698,-102.858
8967,8967,2,60,85,48,9,6,31.304,-100.499
8968,8968,3,84,97,83,83,46,31.539,-101.797
8969,8969,0,75,95,5,96,33,31.406,-100.996
8970,8970,3,4,21,79,84,53,31.938,-102.866
8971,8971,2,1,26,41,52,99,32.693,-102.311
8972,8972,1,57,23,96,35,50,32.367,-101.901
8973,8973,2,50,1,37,68,97,32.837,-101.537
8974,8974,0,10,74,75,4,51,31.655,-101.391
8975,8975,5,30,22,23,86,51,31.993,-100.522
8976,8976,0,97,14,9,62,65,31.689,-102.533
8977,8977,1,44,77,91,21,87,31.93,-102.269
8978,8978,4,9,51,76,37,17,32.562,-102.403
8979,8979,1,77,18,44,31,69,31.526,-102.711
8980,8980,4,56,42,61,49,11,32.003,-101.341
8981,8981,2,86,62,20,20,85,31.529,-101.509
8982,8982,4,66,30,55,55,1,32.023,-100.603
8983,8983,4,27,30,84,36,6,32.052,-102.177
8984,8984,5,24,60,65,27,50,32.741,-100.397
8985,8985,0,45,81,73,23,49,31.849,-100.861
8986,8986,3,48,82,66,3,69,32.934,-102.91
8987,8987,3,75,47,53,42,30,31.104,-102.897
8988,8988,0,23,18,62,46,1,32.261,-102.174
8989,8989,5,52,84,2,35,60,32.789,-102.977
8990,8990,4,19,71,4,30,28,31.926,-102.644
8991,8991,2,18,87,14,27,60,31.591,-101.159
8992,8992,1,63,72,29,74,22,32.292,-102.411
8993,8993,5,52,92,90,64,79,31.57,-100.663
8994,8994,2,33,20,63,53,94,32.794,-102.485
8995,8995,4,31,93,93,97,31,32.924,-101.382
8996,8996,5,73,65,27,18,96,31.633,-102.879
8997,8997,5,60,22,65,10,100,32.263,-101.585
8998,8998,4,64,13,80,85,53,32.884,-102.692
8999,8999,5,64,3,75,64,96,31.063,-100.544
9000,9000,4,71,92,7,33,2,32.279,-102.149
9001,9001,1,50,92,22,56,18,31.55,-101.763
9002,9002,2,16,23,61,46,77,31.53,-102.443
9003,9003,3,62,29,17,88,90,32.455,-100.108
9004,9004,3,22,23,18,13,40,31.713,-102.025
9005,9005,1,40,6,99,12,50,32.266,-100.631
9006,9006,1,99,23,72,56,32,31.74,-102.605
9007,9007,0,90,85,50,43,89,32.598,-102.72
9008,9008,3,0,69,51,22,99,32.964,-101.787
9009,9009,4,100,41,13,28,25,32.19,-101.259
9010,9010,3,92,0,94,43,59,31.662,-102.39
9011,9011,5,73,51,50,95,39,32.857,-101.039
9012,9012,0,87,11,65,10,27,32.868,-102.449
9013,9013,5,0,58,19,24,94,32.174,-102.514
9014,9014,4,90,11,68,33,51,31.675,-101.506
9015,9015,0,99,52,27,55,74,32.423,-100.279
9016,9016,4,43,100,8,48,58,32.806,-101.278
9017,9017,5,46,45,79,79,96,32.188,-102.692
9018,9018,4,48,52,74,56,51,31.125,-102.248
9019,9019,1,25,48,35,39,73,32.452,-100.652
9020,9020,2,87,13,37,30,57,32.365,-102.982
9021,9021,5,34,25,87,32,19,31.607,-100.514
9022,9022,0,53,19,55,25,15,32.018,-101.084
9023,9023,3,97,34,90,34,18,31.37,-102.406
9024,9024,0,23,87,38,16,82,31.22,-100.065
9025,9025,4,61,24,65,11,85,32.5,-100.205
9026,9026,4,3,29,32,56,26,31.212,-101.142
9027,9027,2,12,4,84,22,75,32.9,-101.504
9028,9028,4,30,93,71,41,1,32.036,-102.158
9029,9029,1,21,60,12,3,38,31.643,-102.152
9030,9030,5,41,11,27,40,83,31.873,-100.003
9031,9031,1,86,90,37,28,8,32.426,-101.2
9032,9032,0,77,86,80,8,48,31.471,-102.199
9033,9033,2,33,57,80,10,89,31.734,-101.934
9034,9034,1,31,81,81,64,21,31.662,-101.761
9035,9035,0,62,52,69,73,18,32.411,-100.24
9036,9036,1,4,50,69,17,72,32.938,-100.359
9037,9037,4,92,32,43,98,70,32.408,-102.83
9038,9038,1,65,38,44,58,15,32.38,-100.72
9039,9039,3,73,87,12,96,72,32.359,-100.361
9040,9040,4,10,54,95,22,47,32.928,-101.799
9041,9041,4,77,25,13,38,41,31.509,-100.012
9042,9042,3,43,12,25,27,66,32.979,-101.224
9043,9043,0,100,28,53,59,88,31.595,-101.419
9044,9044,0,55,12,54,1,40,31.558,-102.013
9045,9045,1,57,87,2,61,96,32.368,-100.157
9046,9046,1,48,60,10,16,63,32.435,-101.937
9047,9047,3,0,53,77,96,47,32.972,-102.02
9048,9048,0,22,13,58,67,98,32.218,-101.761
9049,9049,0,84,87,49,79,98,31.923,-102.425
9050,9050,4,54,57,18,6,34,31.182,-100.729
9051,9051,3,21,78,25,8,78,32.548,-102.567
9052,9052,5,48,56,70,80,57,31.642,-100.176
9053,9053,4,49,88,33,62,33,31.029,-102.521
9054,9054,4,18,81,46,44,31,32.796,-102.506
9055,9055,3,42,41,0,33,50,32.716,-102.579
9056,9056,3,14,37,90,29,69,32.731,-101.887
9057,9057,0,29,77,59,16,48,31.976,-101.623
9058,9058,2,44,56,53,75,80,31.117,-100.617
9059,9059,2,11,33,16,45,84,32.54,-102.747
9060,9060,4,45,50,25,52,86,32.497,-102.77
9061,9061,1,65,42,82,41,20,32.038,-100.859
9062,9062,1,24,14,26,19,79,32.269,-101.249
9063,9063,3,65,27,39,25,45,32.097,-100.136
9064,9064,5,85,46,79,74,13,32.784,-100.516
9065,9065,3,99,59,52,31,65,31.741,-100.904
9066,9066,3,90,84,73,18,18,31.684,-100.082
9067,9067,5,89,34,29,62,88,31.833,-102.197
9068,9068,3,51,22,64,63,12,31.157,-101.11
9069,9069,0,55,47,27,81,43,32.222,-101.637
9070,9070,2,24,77,34,47,6,31.87,-100.275
9071,9071,4,66,78,43,64,99,32.346,-102.474
9072,9072,4,33,68,52,30,100,32.642,-102.75
9073,9073,4,73,93,59,90,19,32.066,-101.634
9074,9074,2,88,80,35,15,57,32.188,-102.163
9075,9075,5,98,78,38,28,10,31.639,-100.682
9076,9076,5,15,33,20,9,45,31.516,-101.731
9077,9077,5,4,74,51,59,49,31.301,-101.725
9078,9078,1,70,46,63,33,4,31.633,-102.908
9079,9079,2,20,95,85,88,62,32.303,-100.171
9080,9080,3,2,25,47,32,59,31.882,-101.443
9081,9081,1,6,57,84,56,73,32.662,-100.512
9082,9082,3,41,9,85,82,0,32.193,-102.885
9083,9083,3,90,83,45,98,12,32.272,-101.842
9084,9084,0,62,21,29,35,52,31.21,-101.515
9085,9085,5,5,34,15,91,94,31.128,-100.956
9086,9086,0,65,19,72,19,17,31.107,-100.594
9087,9087,1,40,11,96,89,26,32.266,-102.884
9088,9088,0,22,74,88,45,5,31.131,-102.617
9089,9089,2,56,32,86,57,22,32.263,-100.657
9090,9090,0,90,44,47,41,16,31.492,-101.028
9091,9091,4,24,88,79,3,32,32.255,-100.975
9092,9092,2,61,89,98,37,40,31.771,-100.772
9093,9093,2,36,17,48,29,25,31.431,-101.994
9094,9094,5,71,69,39,93,53,31.701,-102.729
9095,9095,4,5,26,91,37,71,31.409,-102.783
9096,9096,4,17,37,11,26,5,31.24,-101.271
9097,9097,0,51,84,98,32,84,32.756,-101.923
9098,9098,4,5,25,46,81,95,32.159,-102.005
9099,9099,2,15,62,87,61,94,32.81,-100.439
9100,9100,1,26,36,91,87,83,31.478,-100.098
9101,9101,5,5,97,90,58,14,32.12,-100.053
9102,9102,1,12,80,68,20,11,32.64,-101.432
9103,9103,5,2,55,85,24,72,31.337,-102.1
9104,9104,0,67,48,59,81,85,32.067,-102.536
9105,9105,5,10,84,3,69,7,31.315,-102.036
9106,9106,4,71,30,51,73,87,31.982,-102.975
9107,9107,5,17,85,45,57,77,32.807,-101.704
9108,9108,1,100,45,54,39,34,32.35,-102.739
9109,9109,0,77,83,87,24,44,31.597,-101.152
9110,9110,5,23,66,50,31,75,32.158,-100.128
9111,9111,3,20,39,2,84,20,31.474,-100.943
9112,9112,5,33,79,18,7,28,31.144,-101.055
9113,9113,5,44,79,9,33,41,31.02,-100.513
9114,9114,0,76,82,3,83,24,32.274,-100.236
9115,9115,2,98,61,17,66,48,32.26,-102.011
9116,9116,4,43,30,73,81,100,32.925,-102.633
9117,9117,0,49,91,61,28,28,31.436,-100.872
9118,9118,1,56,49,40,27,97,31.605,-100.788
9119,9119,5,6,22,88,38,73,31.797,-101.398
9120,9120,4,78,73,90,21,30,32.971,-100.718
9121,9121,2,70,44,92,42,94,31.373,-102.889
9122,9122,0,0,87,14,81,89,32.947,-100.164
9123,9123,5,46,86,39,38,99,31.631,-100.745
9124,9124,2,62,76,18,0,57,31.555,-102.767
9125,9125,2,13,93,88,70,59,31.028,-102.227
9126,9126,5,17,21,13,92,83,31.925,-101.132
9127,9127,2,78,78,6,17,44,32.592,-101.972
9128,9128,5,80,76,67,30,73,31.152,-102.894
9129,9129,1,22,0,88,35,13,32.48,-102.787
9130,9130,1,81,62,16,65,97,31.138,-102.776
9131,9131,1,96,76,58,22,76,31.699,-101.165
9132,9132,2,45,14,19,55,27,31.948,-102.772
9133,9133,5,7,63,97,77,54,32.577,-100.317
9134,9134,5,27,26,89,2,23,31.324,-101.571
9135,9135,0,59,49,54,55,68,32.275,-100.497
9136,9136,1,15,21,62,36,53,31.328,-102.596
9137,9137,1,27,38,46,73,91,31.711,-100.7
9138,9138,1,81,79,47,50,44,31.814,-102.347
9139,9139,0,74,21,76,92,41,32.73,-100.55
9140,9140,0,74,93,72,38,38,31.153,-101.778
9141,9141,3,46,26,97,56,54,32.732,-102.198
9142,9142,3,97,71,90,22,44,32.968,-101.291
9143,9143,2,98,65,45,69,54,32.863,-101.724
9144,9144,3,55,53,74,45,84,31.662,-100.228
9145,9145,3,62,92,0,41,15,32.148,-101.334
9146,9146,2,6,50,59,76,93,32.585,-100.62
9147,9147,3,35,43,8,12,47,32.199,-100.374
9148,9148,0,40,78,17,42,52,32.03,-101.131
9149,9149,0,39,21,54,33,48,32.96,-100.5
9150,9150,3,79,45,5,93,69,31.096,-101.774
9151,9151,5,50,52,0,88,80,31.798,-102.098
9152,9152,4,90,100,23,64,47,31.064,-100.068
9153,9153,2,13,53,18,97,59,31.676,-103.0
9154,9154,5,81,20,3,81,78,31.323,-102.261
9155,9155,2,22,14,23,98,99,32.665,-102.082
9156,9156,4,1,22,74,86,92,31.576,-101.913
9157,9157,5,48,17,63,48,31,31.663,-100.056
9158,9158,0,37,65,59,33,75,32.746,-101.07
9159,9159,5,11,40,85,12,16,32.378,-100.554
9160,9160,2,35,47,96,71,76,31.492,-100.01
9161,9161,4,40,28,80,29,42,32.024,-100.294
9162,9162,2,73,77,80,77,87,32.257,-102.728
9163,9163,3,75,44,28,44,97,32.321,-100.347
9164,9164,4,91,43,18,17,70,32.465,-101.061
9165,9165,5,86,41,10,16,0,32.17,-100.162
9166,9166,0,8,70,11,63,85,31.618,-100.645
9167,9167,3,31,98,8,15,10,31.588,-100.513
9168,9168,3,30,26,54,3,72,32.111,-100.501
9169,9169,5,12,6,40,85,0,31.577,-100.246
9170,9170,2,77,96,49,81,13,32.266,-100.32
9171,9171,3,83,34,7,3,90,31.741,-100.473
9172,9172,3,46,99,66,26,33,32.865,-100.246
9173,9173,2,45,76,94,34,21,31.182,-102.933
9174,9174,5,38,20,2,86,65,32.853,-101.795
9175,9175,0,65,23,69,80,52,31.656,-101.889
9176,9176,4,4,59,70,56,22,31.664,-101.653
9177,9177,0,90,47,39,15,42,32.816,-102.506
9178,9178,4,6,73,26,58,47,32.709,-101.167
9179,9179,3,0,56,100,74,48,32.346,-102.879
9180,9180,5,51,11,85,54,75,31.564,-102.539
9181,9181,1,97,46,12,21,69,31.537,-100.721
9182,9182,1,48,76,40,99,100,31.737,-100.592
9183,9183,2,68,20,62,59,94,31.126,-100.161
9184,9184,3,74,79,16,17,53,32.226,-100.312
9185,9185,0,47,49,72,86,85,32.825,-101.969
9186,9186,4,3,55,2,67,82,31.364,-100.963
9187,9187,3,15,2,1,21,91,31.461,-101.55
9188,9188,0,84,17,3,79,97,32.777,-101.94
9189,9189,2,75,90,99,49,74,31.224,-101.631
9190,9190,3,26,90,33,76,33,32.803,-102.203
9191,9191,4,44,81,84,54,25,31.418,-101.048
9192,9192,2,72,65,88,92,34,32.212,-100.163
9193,9193,0,31,93,69,94,60,32.823,-100.106
9194,9194,4,63,0,14,71,66,31.181,-100.421
9195,9195,5,88,90,87,11,15,32.476,-102.056
9196,9196,1,60,78,41,85,20,31.426,-102.173
9197,9197,0,34,30,21,35,10,32.289,-101.189
9198,9198,0,85,59,97,97,12,31.296,-100.995
9199,9199,4,62,98,77,53,30,31.503,-100.912
9200,9200,3,97,78,82,5,65,32.484,-102.72
9201,9201,1,86,22,22,94,6,32.7,-100.922
9202,9202,1,23,6,39,36,66,31.601,-100.302
9203,9203,5,30,40,14,77,62,32.054,-100.699
9204,9204,0,53,32,75,45,60,31.228,-102.86
9205,9205,2,18,85,43,79,75,31.034,-102.94
9206,9206,5,100,80,23,65,37,31.336,-102.455
9207,9207,2,97,12,63,5,90,31.254,-100.792
9208,9208,5,28,80,100,12,30,32.012,-100.984
9209,9209,5,35,26,32,4,28,32.822,-102.758
9210,9210,2,94,85,60,73,21,31.68,-100.104
9211,9211,5,11,63,28,28,31,32.887,-101.577
9212,9212,4,14,29,52,64,20,32.556,-102.336
9213,9213,0,10,80,42,19,78,32.957,-100.179
9214,9214,3,78,53,70,47,36,31.827,-102.281
9215,9215,0,11,49,57,1,81,31.109,-101.292
9216,9216,1,5,65,17,13,16,31.548,-102.96
9217,9217,3,99,84,48,55,36,32.472,-100.393
9218,9218,5,43,85,27,49,19,32.696,-100.645
9219,9219,1,14,96,89,31,92,31.681,-102.821
9220,9220,5,12,13,30,34,32,32.892,-100.519
9221,9221,3,69,88,74,41,3,32.208,-102.457
9222,9222,4,10,67,36,65,74,32.905,-100.57
9223,9223,2,45,34,85,92,74,31.569,-100.568
9224,9224,3,18,45,37,59,18,32.349,-102.775
9225,9225,2,62,32,100,39,16,32.39,-102.559
9226,9226,3,46,52,29,72,32,32.201,-102.993
9227,9227,2,49,41,12,36,38,31.529,-101.751
9228,9228,3,88,46,62,39,66,31.139,-101.803
9229,9229,5,40,20,40,17,90,32.817,-100.905
9230,9230,4,68,85,50,38,48,31.651,-102.93
9231,9231,4,78,29,3,32,30,31.168,-101.052
9232,9232,4,37,19,9,30,76,31.2,-102.084
9233,9233,3,89,77,79,63,43,31.533,-100.842
9234,9234,1,78,27,62,62,61,32.833,-102.458
9235,9235,5,99,56,94,15,46,31.514,-102.38
9236,9236,1,32,14,21,40,97,32.629,-102.994
9237,9237,5,26,67,86,26,35,32.55,-102.599
9238,9238,1,36,60,17,23,29,32.996,-101.136
9239,9239,1,5,56,38,8,76,31.989,-101.585
9240,9240,1,61,6,86,6,54,31.483,-102.34
9241,9241,1,76,77,71,84,80,32.137,-100.995
9242,9242,3,26,28,47,20,12,31.001,-100.826
9243,9243,2,67,24,81,58,46,31.729,-100.205
9244,9244,4,100,100,22,53,28,31.325,-102.642
9245,9245,4,77,35,98,98,47,32.8,-102.591
9246,9246,5,7,71,66,44,97,32.039,-100.691
9247,9247,5,88,74,66,90,85,31.191,-100.839
9248,9248,0,12,77,79,34,23,32.149,-102.509
9249,9249,3,90,71,30,36,17,32.597,-100.369
9250,9250,0,52,32,24,25,84,32.88,-100.591
9251,9251,5,83,40,43,24,39,31.4,-102.232
9252,9252,2,72,86,58,91,12,32.574,-100.56
9253,9253,3,16,80,1,34,6,32.697,-100.686
9254,9254,5,27,23,37,18,35,32.587,-102.198
9255,9255,5,98,4,3,78,82,31.165,-100.212
9256,9256,5,97,58,28,14,48,31.394,-102.093
9257,9257,1,37,82,29,0,84,32.056,-100.316
9258,9258,5,63,97,21,39,32,31.983,-100.941
9259,9259,1,73,94,3,62,15,32.834,-102.446
9260,9260,0,21,46,63,79,69,32.93,-100.592
9261,9261,3,76,9,6,18,38,32.743,-102.544
9262,9262,4,64,84,22,60,97,31.333,-101.85
9263,9263,2,83,79,46,22,4,31.902,-101.428
9264,9264,4,74,80,9,45,18,32.671,-100.787
9265,9265,1,10,11,99,72,59,32.009,-100.925
9266,9266,4,45,13,54,51,45,32.749,-102.77
9267,9267,0,68,6,6,47,35,31.607,-102.915
9268,9268,1,59,56,49,7,14,32.362,-102.483
9269,9269,1,12,49,17,43,60,31.753,-102.623
9270,9270,0,4,2,27,49,52,32.536,-100.799
9271,9271,2,60,39,30,74,99,32.907,-101.056
9272,9272,5,30,70,34,57,81,32.673,-102.627
9273,9273,5,88,69,34,46,64,31.152,-101.41
9274,9274,1,6,22,13,22,75,32.648,-102.682
9275,9275,4,20,24,52,24,60,32.99,-102.451
9276,9276,2,14,11,17,76,84,32.067,-102.872
9277,9277,5,26,96,92,11,6,31.315,-101.441
9278,9278,1,29,56,3,46,4,31.785,-101.139
9279,9279,5,37,71,92,22,86,31.717,-102.345
9280,9280,1,73,20,41,36,50,31.689,-100.117
9281,9281,5,35,63,48,28,9,31.885,-100.535
9282,9282,0,38,47,45,76,6,31.422,-101.424
9283,9283,2,28,45,95,36,20,32.706,-102.165
9284,9284,3,20,32,55,54,57,32.775,-101.428
9285,9285,5,16,21,52,89,61,31.798,-102.698
9286,9286,3,38,82,56,75,1,31.568,-101.544
9287,9287,2,21,96,18,37,92,32.549,-102.301
9288,9288,5,5,46,76,100,54,31.533,-102.397
9289,9289,2,36,77,57,68,6,31.768,-101.887
9290,9290,1,61,10,79,83,50,31.081,-100.155
9291,9291,5,24,37,96,65,79,31.994,-102.091
9292,9292,0,13,54,5,15,44,31.778,-101.595
9293,9293,1,72,77,47,23,11,31.196,-100.382
9294,9294,5,87,40,35,23,32,31.009,-102.618
9295,9295,2,2,86,94,33,27,32.721,-100.382
9296,9296,3,78,100,7,90,67,31.851,-100.756
9297,9297,0,67,65,30,43,67,32.471,-101.488
9298,9298,2,64,82,28,54,33,31.656,-101.924
9299,9299,5,71,57,47,97,78,31.919,-100.648
9300,9300,4,98,97,91,61,33,31.272,-101.569
9301,9301,5,37,20,80,74,82,31.118,-100.005
9302,9302,2,27,49,67,21,61,31.668,-101.347
9303,9303,4,32,74,63,86,67,31.671,-102.748
9304,9304,5,57,66,82,55,61,32.897,-102.258
9305,9305,2,29,7,97,65,13,31.683,-100.83
9306,9306,0,69,51,56,66,86,32.592,-100.562
9307,9307,2,47,13,13,77,28,32.391,-102.35
9308,9308,2,52,61,9,82,91,32.315,-100.696
9309,9309,4,75,19,59,43,21,31.443,-101.202
9310,9310,0,2,1,92,18,93,32.631,-100.45
9311,9311,2,78,82,49,24,40,31.151,-100.709
9312,9312,3,44,57,7,46,26,32.668,-102.259
9313,9313,0,72,91,31,48,9,31.453,-100.199
9314,9314,5,2,8,36,39,52,31.56,-102.557
9315,9315,4,61,20,90,72,84,31.591,-102.71
9316,9316,5,7,27,54,63,41,32.086,-102.942
9317,9317,3,72,99,92,28,19,32.452,-100.01
9318,9318,5,67,75,34,5,9,32.966,-102.626
9319,9319,3,9,24,4,96,31,32.944,-100.105
9320,9320,3,3,79,58,12,67,31.541,-101.313
9321,9321,3,75,7,70,59,60,32.637,-100.141
9322,9322,1,60,27,81,13,53,32.642,-100.661
9323,9323,1,57,44,78,21,62,31.633,-101.306
9324,9324,0,10,5,2,51,81,32.247,-100.331
9325,9325,3,60,37,6,0,76,32.411,-101.108
9326,9326,0,8,65,27,16,47,32.289,-100.233
9327,9327,5,100,50,48,95,9,32.114,-102.965
9328,9328,3,12,0,67,43,100,31.499,-101.142
9329,9329,0,0,63,7,2,12,31.012,-102.387
9330,9330,1,16,92,14,21,89,31.81,-100.708
9331,9331,1,78,5,40,12,95,31.073,-102.501
9332,9332,0,97,69,8,93,48,32.159,-102.198
9333,9333,2,92,75,14,0,100,31.782,-101.103
9334,9334,3,78,66,61,8,5,32.717,-102.55
9335,9335,2,78,39,10,10,99,31.871,-102.061
9336,9336,1,71,19,95,19,46,31.229,-100.676
9337,9337,3,32,98,17,75,42,32.038,-100.415
9338,9338,3,15,55,57,18,13,31.128,-101.015
9339,9339,0,100,19,41,32,38,32.611,-100.563
9340,9340,3,40,41,4,20,90,31.564,-102.359
9341,9341,5,10,66,84,18,41,32.707,-101.922
9342,9342,5,67,6,42,89,59,32.94,-101.586
9343,9343,4,42,0,21,37,18,32.983,-101.969
9344,9344,5,98,17,53,27,31,32.976,-101.465
9345,9345,1,29,14,84,59,80,31.656,-101.823
9346,9346,4,56,63,15,87,24,31.314,-102.991
9347,9347,1,2,51,11,88,26,32.26,-100.389
9348,9348,1,1,30,13,99,67,31.85,-101.159
9349,9349,3,93,100,59,35,39,32.06,-102.316
9350,9350,1,65,95,62,70,1,32.021,-102.201
9351,9351,4,7,5,38,78,55,31.471,-102.872
9352,9352,5,74,49,53,50,57,32.551,-101.211
9353,9353,1,72,48,4,80,20,32.94,-100.096
9354,9354,4,55,83,39,78,76,31.143,-100.39
9355,9355,0,32,91,63,15,53,31.609,-100.562
9356,9356,2,32,41,81,64,33,32.5,-101.753
9357,9357,3,44,59,59,91,15,31.502,-100.183
9358,9358,5,57,14,44,25,32,31.342,-101.093
9359,9359,4,95,74,27,81,22,32.067,-101.099
9360,9360,1,18,100,99,22,59,32.571,-101.454
9361,9361,3,41,32,96,93,68,32.293,-101.815
9362,9362,1,63,39,98,76,98,32.636,-101.814
9363,9363,3,88,39,43,80,35,32.326,-102.76
9364,9364,1,93,3,92,3,19,32.317,-102.59
9365,9365,2,29,49,53,41,96,32.743,-100.693
9366,9366,2,45,25,70,70,22,31.44,-102.442
9367,9367,1,39,42,92,31,27,31.714,-101.413
9368,9368,3,65,20,16,99,97,32.072,-100.548
9369,9369,5,97,53,46,98,61,32.373,-101.491
9370,9370,2,77,81,19,85,0,32.993,-102.095
9371,9371,5,78,70,0,14,25,31.476,-100.397
9372,9372,3,81,50,9,78,9,32.843,-101.504
9373,9373,5,58,61,1,12,39,32.795,-102.635
9374,9374,0,10,45,95,98,67,31.221,-100.393
9375,9375,3,19,27,8,45,31,32.248,-101.881
9376,9376,1,70,9,14,45,69,31.947,-100.041
9377,9377,3,43,4,73,99,8,31.77,-102.173
9378,9378,4,57,81,46,2,47,32.816,-101.202
9379,9379,5,77,96,100,97,17,31.247,-101.482
9380,9380,0,4,83,77,71,11,31.127,-102.876
9381,9381,5,74,33,37,28,1,31.072,-102.431
9382,9382,3,62,28,17,96,1,32.387,-101.464
9383,9383,2,50,72,37,18,57,32.317,-101.309
9384,9384,5,24,70,1,81,67,31.354,-101.433
9385,9385,1,21,50,56,53,94,31.463,-100.154
9386,9386,5,12,11,39,31,10,32.529,-102.749
9387,9387,3,43,29,76,64,60,31.16,-101.869
9388,9388,0,34,23,55,92,37,31.274,-100.576
9389,9389,1,3,48,85,32,93,31.781,-102.542
9390,9390,2,25,64,93,25,93,32.036,-102.741
9391,9391,3,63,38,90,92,17,32.414,-100.788
9392,9392,5,76,40,39,6,45,32.09,-101.836
9393,9393,5,60,33,31,71,74,31.599,-100.999
9394,9394,2,17,65,75,61,20,32.334,-101.75
9395,9395,2,77,58,72,71,75,32.112,-102.269
